      #Energy        TDOS
     -42.66370       0.00000
     -42.63870       0.00000
     -42.61370       0.00000
     -42.58870       0.00000
     -42.56470       0.00000
     -42.53970       0.00000
     -42.51470       0.00000
     -42.48970       0.00000
     -42.46470       0.00000
     -42.43970       0.00000
     -42.41470       0.00000
     -42.38970       0.00000
     -42.36470       0.00000
     -42.33970       0.00000
     -42.31470       0.00000
     -42.28970       0.00000
     -42.26570       0.00000
     -42.24070       0.00000
     -42.21570       0.00000
     -42.19070       0.00000
     -42.16570       0.00000
     -42.14070       0.00000
     -42.11570       0.00000
     -42.09070       0.00000
     -42.06570       0.00000
     -42.04070       0.00000
     -42.01570       0.00000
     -41.99070       0.00000
     -41.96670       0.00000
     -41.94170       0.00000
     -41.91670       0.00000
     -41.89170       0.00000
     -41.86670       0.00000
     -41.84170       0.00000
     -41.81670       0.00000
     -41.79170       0.00000
     -41.76670       0.00000
     -41.74170       0.00000
     -41.71670       0.00000
     -41.69170       0.00000
     -41.66770       0.00000
     -41.64270       0.00000
     -41.61770       0.00000
     -41.59270       0.00000
     -41.56770       0.00000
     -41.54270       0.00000
     -41.51770       0.00000
     -41.49270       0.00000
     -41.46770       0.00000
     -41.44270       0.00000
     -41.41770       0.00000
     -41.39270       0.00000
     -41.36870       0.00000
     -41.34370       0.00000
     -41.31870       0.00000
     -41.29370       0.00000
     -41.26870       0.00000
     -41.24370       0.00000
     -41.21870       0.00000
     -41.19370       0.00000
     -41.16870       0.00000
     -41.14370       0.00000
     -41.11870       0.00000
     -41.09370       0.00000
     -41.06870       0.00000
     -41.04470       0.00000
     -41.01970       0.00000
     -40.99470       0.00000
     -40.96970       0.00000
     -40.94470       0.00000
     -40.91970       0.00000
     -40.89470       0.00000
     -40.86970       0.00000
     -40.84470       0.00000
     -40.81970       0.00000
     -40.79470       0.00000
     -40.76970       0.00000
     -40.74570       0.00000
     -40.72070       0.00000
     -40.69570       0.00000
     -40.67070       0.00000
     -40.64570       0.00000
     -40.62070       0.00000
     -40.59570       0.00000
     -40.57070       0.00000
     -40.54570       0.00000
     -40.52070       0.00000
     -40.49570       0.00000
     -40.47070       0.00000
     -40.44670       0.00000
     -40.42170       0.00000
     -40.39670       0.00000
     -40.37170       0.00000
     -40.34670       0.00000
     -40.32170       0.00000
     -40.29670       0.00000
     -40.27170       0.00000
     -40.24670       0.00000
     -40.22170       0.00000
     -40.19670       0.00000
     -40.17170       0.00000
     -40.14770       0.00000
     -40.12270       0.00000
     -40.09770       0.00000
     -40.07270       0.00000
     -40.04770       0.00000
     -40.02270       0.00000
     -39.99770       0.00000
     -39.97270       0.00000
     -39.94770       0.00000
     -39.92270       0.00000
     -39.89770       0.00000
     -39.87270       0.00000
     -39.84870       0.00000
     -39.82370       0.00000
     -39.79870       0.00000
     -39.77370       0.00000
     -39.74870       0.00000
     -39.72370       0.00000
     -39.69870       0.00000
     -39.67370       0.00000
     -39.64870       0.00000
     -39.62370       0.00000
     -39.59870       0.00000
     -39.57370       0.00000
     -39.54970       0.00000
     -39.52470       0.00000
     -39.49970       0.00000
     -39.47470       0.00000
     -39.44970       0.00000
     -39.42470       0.00000
     -39.39970       0.00000
     -39.37470       0.00000
     -39.34970       0.00000
     -39.32470       0.00000
     -39.29970       0.00000
     -39.27470       0.00000
     -39.25070       0.00000
     -39.22570       0.00000
     -39.20070       0.00000
     -39.17570       0.00000
     -39.15070       0.00000
     -39.12570       0.00000
     -39.10070       0.00000
     -39.07570       0.00000
     -39.05070       0.00000
     -39.02570       0.00000
     -39.00070       0.00000
     -38.97570       0.00000
     -38.95170       0.00000
     -38.92670       0.00000
     -38.90170       0.00000
     -38.87670       0.00000
     -38.85170       0.00000
     -38.82670       0.00000
     -38.80170       0.00000
     -38.77670       0.00000
     -38.75170       0.00000
     -38.72670       0.00000
     -38.70170       0.00000
     -38.67670       0.00000
     -38.65270       0.00000
     -38.62770       0.00000
     -38.60270       0.00000
     -38.57770       0.00000
     -38.55270       0.00000
     -38.52770       0.00000
     -38.50270       0.00000
     -38.47770       0.00000
     -38.45270       0.00000
     -38.42770       0.00000
     -38.40270       0.00000
     -38.37770       0.00000
     -38.35370       0.00000
     -38.32870       0.00000
     -38.30370       0.00000
     -38.27870       0.00000
     -38.25370       0.00000
     -38.22870       0.00000
     -38.20370       0.00000
     -38.17870       0.00000
     -38.15370       0.00000
     -38.12870       0.00000
     -38.10370       0.00000
     -38.07870       0.00000
     -38.05470       0.00000
     -38.02970       0.00000
     -38.00470       0.00000
     -37.97970       0.00000
     -37.95470       0.00000
     -37.92970       0.00000
     -37.90470       0.00000
     -37.87970       0.00000
     -37.85470       0.00000
     -37.82970       0.00000
     -37.80470       0.00000
     -37.77970       0.00000
     -37.75570       0.00000
     -37.73070       0.00000
     -37.70570       0.00000
     -37.68070       0.00000
     -37.65570       0.00000
     -37.63070       0.00000
     -37.60570       0.00000
     -37.58070       0.00000
     -37.55570       0.00000
     -37.53070       0.00000
     -37.50570       0.00000
     -37.48070       0.00000
     -37.45670       0.00000
     -37.43170       0.00000
     -37.40670       0.00000
     -37.38170       0.00000
     -37.35670       0.00000
     -37.33170       0.00000
     -37.30670       0.00000
     -37.28170       0.00000
     -37.25670       0.00000
     -37.23170       0.00000
     -37.20670       0.00000
     -37.18170       0.00000
     -37.15770       0.00000
     -37.13270       0.00000
     -37.10770       0.00000
     -37.08270       0.00000
     -37.05770       0.00000
     -37.03270       0.00000
     -37.00770       0.00000
     -36.98270       0.00000
     -36.95770       0.00000
     -36.93270       0.00000
     -36.90770       0.00000
     -36.88270       0.00000
     -36.85870       0.00000
     -36.83370       0.00000
     -36.80870       0.00000
     -36.78370       0.00000
     -36.75870       0.00000
     -36.73370       0.00000
     -36.70870       0.00000
     -36.68370       0.00000
     -36.65870       0.00000
     -36.63370       0.00000
     -36.60870       0.00000
     -36.58370       0.00000
     -36.55970       0.00000
     -36.53470       0.00000
     -36.50970       0.00000
     -36.48470       0.00000
     -36.45970       0.00000
     -36.43470       0.00000
     -36.40970       0.00000
     -36.38470       0.00000
     -36.35970       0.00000
     -36.33470       0.00000
     -36.30970       0.00000
     -36.28470       0.00000
     -36.26070       0.00000
     -36.23570       0.00000
     -36.21070       0.00000
     -36.18570       0.00000
     -36.16070       0.00000
     -36.13570       0.00000
     -36.11070       0.00000
     -36.08570       0.00000
     -36.06070       0.00000
     -36.03570       0.00000
     -36.01070       0.00000
     -35.98570       0.00000
     -35.96170       0.00000
     -35.93670       0.00000
     -35.91170       0.00000
     -35.88670       0.00000
     -35.86170       0.00000
     -35.83670       0.00000
     -35.81170       0.00000
     -35.78670       0.00000
     -35.76170       0.00000
     -35.73670       0.00000
     -35.71170       0.00000
     -35.68670       0.00000
     -35.66270       0.00000
     -35.63770       0.00000
     -35.61270       0.00000
     -35.58770       0.00000
     -35.56270       0.00000
     -35.53770       0.00000
     -35.51270       0.00000
     -35.48770       0.00000
     -35.46270       0.00000
     -35.43770       0.00000
     -35.41270       0.00000
     -35.38770       0.00000
     -35.36370       0.00000
     -35.33870       0.00000
     -35.31370       0.00000
     -35.28870       0.00000
     -35.26370       0.00000
     -35.23870       0.00000
     -35.21370       0.00000
     -35.18870       0.00000
     -35.16370       0.00000
     -35.13870       0.00000
     -35.11370       0.00000
     -35.08870       0.00000
     -35.06470       0.00000
     -35.03970       0.00000
     -35.01470       0.00000
     -34.98970       0.00000
     -34.96470       0.00000
     -34.93970       0.00000
     -34.91470       0.00000
     -34.88970       0.00000
     -34.86470       0.00000
     -34.83970       0.00000
     -34.81470       0.00000
     -34.78970       0.00000
     -34.76570       0.00000
     -34.74070       0.00000
     -34.71570       0.00000
     -34.69070       0.00000
     -34.66570       0.00000
     -34.64070       0.00000
     -34.61570       0.00000
     -34.59070       0.00000
     -34.56570       0.00000
     -34.54070       0.00000
     -34.51570       0.00000
     -34.49070       0.00000
     -34.46670       0.00000
     -34.44170       0.00000
     -34.41670       0.00000
     -34.39170       0.00000
     -34.36670       0.00000
     -34.34170       0.00000
     -34.31670       0.00000
     -34.29170       0.00000
     -34.26670       0.00000
     -34.24170       0.00000
     -34.21670       0.00000
     -34.19170       0.00000
     -34.16770       0.00000
     -34.14270       0.00000
     -34.11770       0.00000
     -34.09270       0.00000
     -34.06770       0.00000
     -34.04270       0.00000
     -34.01770       0.00000
     -33.99270       0.00000
     -33.96770       0.00000
     -33.94270       0.00000
     -33.91770       0.00000
     -33.89270       0.00000
     -33.86870       0.00000
     -33.84370       0.00000
     -33.81870       0.00000
     -33.79370       0.00000
     -33.76870       0.00000
     -33.74370       0.00000
     -33.71870       0.00000
     -33.69370       0.00000
     -33.66870       0.00000
     -33.64370       0.00000
     -33.61870       0.00000
     -33.59370       0.00000
     -33.56970       0.00000
     -33.54470       0.00000
     -33.51970       0.00000
     -33.49470       0.00000
     -33.46970       0.00000
     -33.44470       0.00000
     -33.41970       0.00000
     -33.39470       0.00000
     -33.36970       0.00000
     -33.34470       0.00000
     -33.31970       0.00000
     -33.29470       0.00000
     -33.27070       0.00000
     -33.24570       0.00000
     -33.22070       0.00000
     -33.19570       0.00000
     -33.17070       0.00000
     -33.14570       0.00000
     -33.12070       0.00000
     -33.09570       0.00000
     -33.07070       0.00000
     -33.04570       0.00000
     -33.02070       0.00000
     -32.99570       0.00000
     -32.97170       0.00000
     -32.94670       0.00000
     -32.92170       0.00000
     -32.89670       0.00000
     -32.87170       0.00000
     -32.84670       0.00000
     -32.82170       0.00000
     -32.79670       0.00000
     -32.77170       0.00000
     -32.74670       0.00000
     -32.72170       0.00000
     -32.69670       0.00000
     -32.67270       0.00000
     -32.64770       0.00000
     -32.62270       0.00000
     -32.59770       0.00000
     -32.57270       0.00000
     -32.54770       0.00000
     -32.52270       0.00000
     -32.49770       0.00000
     -32.47270       0.00000
     -32.44770       0.00000
     -32.42270       0.00000
     -32.39770       0.00000
     -32.37370       0.00000
     -32.34870       0.00000
     -32.32370       0.00000
     -32.29870       0.00000
     -32.27370       0.00000
     -32.24870       0.00000
     -32.22370       0.00000
     -32.19870       0.00000
     -32.17370       0.00000
     -32.14870       0.00000
     -32.12370       0.00000
     -32.09870       0.00000
     -32.07470       0.00000
     -32.04970       0.00000
     -32.02470       0.00000
     -31.99970       0.00000
     -31.97470       0.00000
     -31.94970       0.00000
     -31.92470       0.00000
     -31.89970       0.00000
     -31.87470       0.00000
     -31.84970       0.00000
     -31.82470       0.00000
     -31.79970       0.00000
     -31.77570       0.00000
     -31.75070       0.00000
     -31.72570       0.00000
     -31.70070       0.00000
     -31.67570       0.00000
     -31.65070       0.00000
     -31.62570       0.00000
     -31.60070       0.00000
     -31.57570       0.00000
     -31.55070       0.00000
     -31.52570       0.00000
     -31.50070       0.00000
     -31.47670       0.00000
     -31.45170       0.00000
     -31.42670       0.00000
     -31.40170       0.00000
     -31.37670       0.00000
     -31.35170       0.00000
     -31.32670       0.00000
     -31.30170       0.00000
     -31.27670       0.00000
     -31.25170       0.00000
     -31.22670       0.00000
     -31.20170       0.00000
     -31.17770       0.00000
     -31.15270       0.00000
     -31.12770       0.00000
     -31.10270       0.00000
     -31.07770       0.00000
     -31.05270       0.00000
     -31.02770       0.00000
     -31.00270       0.00000
     -30.97770       0.00000
     -30.95270       0.00000
     -30.92770       0.00000
     -30.90270       0.00000
     -30.87870       0.00000
     -30.85370       0.00000
     -30.82870       0.00000
     -30.80370       0.00000
     -30.77870       0.00000
     -30.75370       0.00000
     -30.72870       0.00000
     -30.70370       0.00000
     -30.67870       0.00000
     -30.65370       0.00000
     -30.62870       0.00000
     -30.60370       0.00000
     -30.57970       0.00000
     -30.55470       0.00000
     -30.52970       0.00000
     -30.50470       0.00000
     -30.47970       0.00000
     -30.45470       0.00000
     -30.42970       0.00000
     -30.40470       0.00000
     -30.37970       0.00000
     -30.35470       0.00000
     -30.32970       0.00000
     -30.30470       0.00000
     -30.28070       0.00000
     -30.25570       0.00000
     -30.23070       0.00000
     -30.20570       0.00000
     -30.18070       0.00000
     -30.15570       0.00000
     -30.13070       0.00000
     -30.10570       0.00000
     -30.08070       0.00000
     -30.05570       0.00000
     -30.03070       0.00000
     -30.00570       0.00000
     -29.98170       0.00000
     -29.95670       0.00000
     -29.93170       0.00000
     -29.90670       0.00000
     -29.88170       0.00000
     -29.85670       0.00000
     -29.83170       0.00000
     -29.80670       0.00000
     -29.78170       0.00000
     -29.75670       0.00000
     -29.73170       0.00000
     -29.70670       0.00000
     -29.68170       0.00000
     -29.65770       0.00000
     -29.63270       0.00000
     -29.60770       0.00000
     -29.58270       0.00000
     -29.55770       0.00000
     -29.53270       0.00000
     -29.50770       0.00000
     -29.48270       0.00000
     -29.45770       0.00000
     -29.43270       0.00000
     -29.40770       0.00000
     -29.38270       0.00000
     -29.35870       0.00000
     -29.33370       0.00000
     -29.30870       0.00000
     -29.28370       0.00000
     -29.25870       0.00000
     -29.23370       0.00000
     -29.20870       0.00000
     -29.18370       0.00000
     -29.15870       0.00000
     -29.13370       0.00000
     -29.10870       0.00000
     -29.08370       0.00000
     -29.05970       0.00000
     -29.03470       0.00000
     -29.00970       0.00000
     -28.98470       0.00000
     -28.95970       0.00000
     -28.93470       0.00000
     -28.90970       0.00000
     -28.88470       0.00000
     -28.85970       0.00000
     -28.83470       0.00000
     -28.80970       0.00000
     -28.78470       0.00000
     -28.76070       0.00000
     -28.73570       0.00000
     -28.71070       0.00000
     -28.68570       0.00000
     -28.66070       0.00000
     -28.63570       0.00000
     -28.61070       0.00000
     -28.58570       0.00000
     -28.56070       0.00000
     -28.53570       0.00000
     -28.51070       0.00000
     -28.48570       0.00000
     -28.46170       0.00000
     -28.43670       0.00000
     -28.41170       0.00000
     -28.38670       0.00000
     -28.36170       0.00000
     -28.33670       0.00000
     -28.31170       0.00000
     -28.28670       0.00000
     -28.26170       0.00000
     -28.23670       0.00000
     -28.21170       0.00000
     -28.18670       0.00000
     -28.16270       0.00000
     -28.13770       0.00000
     -28.11270       0.00000
     -28.08770       0.00000
     -28.06270       0.00000
     -28.03770       0.00000
     -28.01270       0.00000
     -27.98770       0.00000
     -27.96270       0.00000
     -27.93770       0.00000
     -27.91270       0.00000
     -27.88770       0.00000
     -27.86370       0.00000
     -27.83870       0.00000
     -27.81370       0.00000
     -27.78870       0.00000
     -27.76370       0.00000
     -27.73870       0.00000
     -27.71370       0.00000
     -27.68870       0.00000
     -27.66370       0.00000
     -27.63870       0.00000
     -27.61370       0.00000
     -27.58870       0.00000
     -27.56470       0.00000
     -27.53970       0.00000
     -27.51470       0.00000
     -27.48970       0.00000
     -27.46470       0.00000
     -27.43970       0.00000
     -27.41470       0.00000
     -27.38970       0.00000
     -27.36470       0.00000
     -27.33970       0.00000
     -27.31470       0.00000
     -27.28970       0.00000
     -27.26570       0.00000
     -27.24070       0.00000
     -27.21570       0.00000
     -27.19070       0.00000
     -27.16570       0.00000
     -27.14070       0.00000
     -27.11570       0.00000
     -27.09070       0.00000
     -27.06570       0.00000
     -27.04070       0.00000
     -27.01570       0.00000
     -26.99070       0.00000
     -26.96670       0.00000
     -26.94170       0.00000
     -26.91670       0.00000
     -26.89170       0.00000
     -26.86670       0.00000
     -26.84170       0.00000
     -26.81670       0.00000
     -26.79170       0.00000
     -26.76670       0.00000
     -26.74170       0.00000
     -26.71670       0.00000
     -26.69170       0.00000
     -26.66770       0.00000
     -26.64270       0.00000
     -26.61770       0.00000
     -26.59270       0.00000
     -26.56770       0.00000
     -26.54270       0.00000
     -26.51770       0.00000
     -26.49270       0.00000
     -26.46770       0.00000
     -26.44270       0.00000
     -26.41770       0.00000
     -26.39270       0.00000
     -26.36870       0.00000
     -26.34370       0.00000
     -26.31870       0.00000
     -26.29370       0.00000
     -26.26870       0.00000
     -26.24370       0.00000
     -26.21870       0.00000
     -26.19370       0.00000
     -26.16870       0.00000
     -26.14370       0.00000
     -26.11870       0.00000
     -26.09370       0.00000
     -26.06970       0.00000
     -26.04470       0.00000
     -26.01970       0.00000
     -25.99470       0.00000
     -25.96970       0.00000
     -25.94470       0.00000
     -25.91970       0.00000
     -25.89470       0.00000
     -25.86970       0.00000
     -25.84470       0.00000
     -25.81970       0.00000
     -25.79470       0.00000
     -25.77070       0.00000
     -25.74570       0.00000
     -25.72070       0.00000
     -25.69570       0.00000
     -25.67070       0.00000
     -25.64570       0.00000
     -25.62070       0.00000
     -25.59570       0.00000
     -25.57070       0.00000
     -25.54570       0.00000
     -25.52070       0.00000
     -25.49570       0.00000
     -25.47170       0.00000
     -25.44670       0.00000
     -25.42170       0.00000
     -25.39670       0.00000
     -25.37170       0.00000
     -25.34670       0.00000
     -25.32170       0.00000
     -25.29670       0.00000
     -25.27170       0.00000
     -25.24670       0.00000
     -25.22170       0.00000
     -25.19670       0.00000
     -25.17270       0.00000
     -25.14770       0.00000
     -25.12270       0.00000
     -25.09770       0.00000
     -25.07270       0.00000
     -25.04770       0.00000
     -25.02270       0.00000
     -24.99770       0.00000
     -24.97270       0.00000
     -24.94770       0.00000
     -24.92270       0.00000
     -24.89770       0.00000
     -24.87370       0.00000
     -24.84870       0.00000
     -24.82370       0.00000
     -24.79870       0.00000
     -24.77370       0.00000
     -24.74870       0.00000
     -24.72370       0.00000
     -24.69870       0.00000
     -24.67370       0.00000
     -24.64870       0.00000
     -24.62370       0.00000
     -24.59870       0.00000
     -24.57470       0.00000
     -24.54970       0.00000
     -24.52470       0.00000
     -24.49970       0.00000
     -24.47470       0.00000
     -24.44970       0.00000
     -24.42470       0.00000
     -24.39970       0.00000
     -24.37470       0.00000
     -24.34970       0.00000
     -24.32470       0.00000
     -24.29970       0.00000
     -24.27570       0.00000
     -24.25070       0.00000
     -24.22570       0.00000
     -24.20070       0.00000
     -24.17570       0.00000
     -24.15070       0.00000
     -24.12570       0.00000
     -24.10070       0.00000
     -24.07570       0.00000
     -24.05070       0.00000
     -24.02570       0.00000
     -24.00070       0.00000
     -23.97670       0.00000
     -23.95170       0.00000
     -23.92670       0.00000
     -23.90170       0.00000
     -23.87670       0.00000
     -23.85170       0.00000
     -23.82670       0.00000
     -23.80170       0.00000
     -23.77670       0.00000
     -23.75170       0.00000
     -23.72670       0.00000
     -23.70170       0.00000
     -23.67770       0.00000
     -23.65270       0.00000
     -23.62770       0.00000
     -23.60270       0.00000
     -23.57770       0.00000
     -23.55270       0.00000
     -23.52770       0.00000
     -23.50270       0.00000
     -23.47770       0.00000
     -23.45270       0.00000
     -23.42770       0.00000
     -23.40270       0.00000
     -23.37870       0.00000
     -23.35370       0.00000
     -23.32870       0.00000
     -23.30370       0.00000
     -23.27870       0.00000
     -23.25370       0.00000
     -23.22870       0.00000
     -23.20370       0.00000
     -23.17870       0.00000
     -23.15370       0.00000
     -23.12870       0.00000
     -23.10370       0.00000
     -23.07970       0.00000
     -23.05470       0.00000
     -23.02970       0.00000
     -23.00470       0.00000
     -22.97970       0.00000
     -22.95470       0.00000
     -22.92970       0.00000
     -22.90470       0.00000
     -22.87970       0.00000
     -22.85470       0.00000
     -22.82970       0.00000
     -22.80470       0.00000
     -22.78070       0.00000
     -22.75570       0.00000
     -22.73070       0.00000
     -22.70570       0.00000
     -22.68070       0.00000
     -22.65570       0.00000
     -22.63070       0.00000
     -22.60570       0.00000
     -22.58070       0.00000
     -22.55570       0.00000
     -22.53070       0.00000
     -22.50570       0.00000
     -22.48170       0.00000
     -22.45670       0.00000
     -22.43170       0.00000
     -22.40670       0.00000
     -22.38170       0.00000
     -22.35670       0.00000
     -22.33170       0.00000
     -22.30670       0.00000
     -22.28170       0.00000
     -22.25670       0.00000
     -22.23170       0.00000
     -22.20670       0.00000
     -22.18270       0.00000
     -22.15770       0.00000
     -22.13270       0.00000
     -22.10770       0.00000
     -22.08270       0.00000
     -22.05770       0.00000
     -22.03270       0.00000
     -22.00770       0.00000
     -21.98270       0.00000
     -21.95770       0.00000
     -21.93270       0.00000
     -21.90770       0.00000
     -21.88370       0.00000
     -21.85870       0.00000
     -21.83370       0.00000
     -21.80870       0.00000
     -21.78370       0.00000
     -21.75870       0.00000
     -21.73370       0.00000
     -21.70870       0.00000
     -21.68370       0.00000
     -21.65870       0.00000
     -21.63370       0.00000
     -21.60870       0.00000
     -21.58470       0.00000
     -21.55970       0.00000
     -21.53470       0.00000
     -21.50970       0.00000
     -21.48470       0.00000
     -21.45970       0.00000
     -21.43470       0.00000
     -21.40970       0.00000
     -21.38470       0.00000
     -21.35970       0.00000
     -21.33470       0.00000
     -21.30970       0.00000
     -21.28570       0.00000
     -21.26070       0.00000
     -21.23570       0.00000
     -21.21070       0.00000
     -21.18570       0.00000
     -21.16070       0.00000
     -21.13570       0.00000
     -21.11070       0.00000
     -21.08570       0.00000
     -21.06070       0.00000
     -21.03570       0.00000
     -21.01070       0.00000
     -20.98670       0.00000
     -20.96170       0.00000
     -20.93670       0.00000
     -20.91170       0.00000
     -20.88670       0.00000
     -20.86170       0.00000
     -20.83670       0.00000
     -20.81170       0.00000
     -20.78670       0.00000
     -20.76170       0.00000
     -20.73670       0.00000
     -20.71170       0.00000
     -20.68770       0.00000
     -20.66270       0.00000
     -20.63770       0.00000
     -20.61270       0.00000
     -20.58770       0.00000
     -20.56270       0.00000
     -20.53770       0.00000
     -20.51270       0.00000
     -20.48770       0.00000
     -20.46270       0.00000
     -20.43770       0.00000
     -20.41270       0.00000
     -20.38870       0.00000
     -20.36370       0.00000
     -20.33870       0.00000
     -20.31370       0.00000
     -20.28870       0.00000
     -20.26370       0.00000
     -20.23870       0.00000
     -20.21370       0.00000
     -20.18870       0.00000
     -20.16370       0.00000
     -20.13870       0.00000
     -20.11370       0.00000
     -20.08970       0.00000
     -20.06470       0.00000
     -20.03970       0.00000
     -20.01470       0.00000
     -19.98970       0.00000
     -19.96470       0.00000
     -19.93970       0.00000
     -19.91470       0.00000
     -19.88970       0.00000
     -19.86470       0.00000
     -19.83970       0.00000
     -19.81470       0.00000
     -19.79070       0.00000
     -19.76570       0.00000
     -19.74070       0.00000
     -19.71570       0.00000
     -19.69070       0.00000
     -19.66570       0.00000
     -19.64070       0.00000
     -19.61570       0.00000
     -19.59070       0.00000
     -19.56570       0.00000
     -19.54070       0.00000
     -19.51570       0.00000
     -19.49170       0.00000
     -19.46670       0.00000
     -19.44170       0.00000
     -19.41670       0.00000
     -19.39170       0.00000
     -19.36670       0.00000
     -19.34170       0.00000
     -19.31670       0.00000
     -19.29170       0.00000
     -19.26670       0.00000
     -19.24170       0.00000
     -19.21670       0.00000
     -19.19270       0.00000
     -19.16770       0.00000
     -19.14270       0.00000
     -19.11770       0.00000
     -19.09270       0.00000
     -19.06770       0.00000
     -19.04270       0.00000
     -19.01770       0.00000
     -18.99270       0.00000
     -18.96770       0.00000
     -18.94270       0.00000
     -18.91770       0.00000
     -18.89370       0.00000
     -18.86870       0.00000
     -18.84370       0.00000
     -18.81870       0.00000
     -18.79370       0.00000
     -18.76870       0.00000
     -18.74370       0.00000
     -18.71870       0.00000
     -18.69370       0.00000
     -18.66870       0.00000
     -18.64370       0.00000
     -18.61870       0.00000
     -18.59470       0.00000
     -18.56970       0.00000
     -18.54470       0.00000
     -18.51970       0.00000
     -18.49470       0.00000
     -18.46970       0.00000
     -18.44470       0.00000
     -18.41970       0.00000
     -18.39470       0.00000
     -18.36970       0.00000
     -18.34470       0.00000
     -18.31970       0.00000
     -18.29570       0.00000
     -18.27070       0.00000
     -18.24570       0.00000
     -18.22070       0.00000
     -18.19570       0.00000
     -18.17070       0.00000
     -18.14570       0.00000
     -18.12070       0.00000
     -18.09570       0.00000
     -18.07070       0.00000
     -18.04570       0.00000
     -18.02070       0.00000
     -17.99570       0.00000
     -17.97170       0.00000
     -17.94670       0.00000
     -17.92170       0.00000
     -17.89670       0.00000
     -17.87170       0.00000
     -17.84670       0.00000
     -17.82170       0.00000
     -17.79670       0.00000
     -17.77170       0.00000
     -17.74670       0.00000
     -17.72170       0.00000
     -17.69670       0.00000
     -17.67270       0.00000
     -17.64770       0.00000
     -17.62270       0.00000
     -17.59770       0.00000
     -17.57270       0.00000
     -17.54770       0.00000
     -17.52270       0.00000
     -17.49770       0.00000
     -17.47270       0.00000
     -17.44770       0.00000
     -17.42270       0.00000
     -17.39770       0.00000
     -17.37370       0.00000
     -17.34870       0.00000
     -17.32370       0.00000
     -17.29870       0.00000
     -17.27370       0.00000
     -17.24870       0.00000
     -17.22370       0.00000
     -17.19870       0.00000
     -17.17370       0.00000
     -17.14870       0.00000
     -17.12370       0.00000
     -17.09870       0.00000
     -17.07470       0.00000
     -17.04970       0.00000
     -17.02470       0.00000
     -16.99970       0.00000
     -16.97470       0.00000
     -16.94970       0.00000
     -16.92470       0.00000
     -16.89970       0.00000
     -16.87470       0.00000
     -16.84970       0.00000
     -16.82470       0.00000
     -16.79970       0.00000
     -16.77570       0.00000
     -16.75070       0.00000
     -16.72570       0.00000
     -16.70070       0.00000
     -16.67570       0.00000
     -16.65070       0.00000
     -16.62570       0.00000
     -16.60070       0.00000
     -16.57570       0.00000
     -16.55070       0.00000
     -16.52570       0.00000
     -16.50070       0.00000
     -16.47670       0.00000
     -16.45170       0.00000
     -16.42670       0.00000
     -16.40170       0.00000
     -16.37670       0.00000
     -16.35170       0.00000
     -16.32670       0.00000
     -16.30170       0.00000
     -16.27670       0.00000
     -16.25170       0.00000
     -16.22670       0.00000
     -16.20170       0.00000
